"Band_no","CAVS","COMMON","SCIENTIFIC","BANDING_LOCALITY","LOCODE","BANDING_LAT","BANDING_LON","DATE_BANDED","AGE","SEX","RECOVERY_LOCALITY","LOCODE.1","RECOVERY_LAT","RECOVERY_LON","DATE_RECOVERED","ADESC","STADES","DISTANCE","ELAPSED_MONTHS","BANDER","Box","Batch","Size","Species","Mass",,"Notes","issueYear","bandMetal","bandMetal_BACKFILLED","bandType","initMass","massAsProp","InternDiam","Height","Gauge","Volume","funGroup","typeMeanMass","typeMedianMass","sizeMetalMeanMass","sizeMetalMedianMass","type","sizeMetal","typeSDMass","sizeMetalSDMass"
11105624,126,"Pacific Gull","Larus pacificus","CURLEW IS:CURLEW ISLAND D'ENTRECASTEAUX CHANNEL:TAS","112112",-43.4333333333,147.1666666667,"06-DEC-1988","NESTLING","UNKNOWN",":MICKEYS POINT GT TAYLORS BAY:TAS","04987F",-43.4166666667,147.1666666667,"10-MAR-1989","FOUND BEACHWASHED OR FLOATING IN SEA OR FRESHWATER","PARTIALLY DECOMPOSED AND BAND REMOVED.","2","3","DR WC WAKEFIELD (C/- MS E WAKEFIELD)","C03",111,11,"Pacific Gull",3.6262,,,87,"SS","SS","11SS",3.5303,1.0271648302,11,12,1,132,"Seabirds",3.5301666667,3.5303,3.5646444444,3.5696,"SS 111","SS 11",0.0020033306,0.0273869545
11105781,126,"Pacific Gull","Larus pacificus","VISSCHER:VISSCHER ISLAND EAST COAST TAS:TAS","112117",-42.85,147.9833333333,"31-DEC-1988","NESTLING","UNKNOWN",":MARION BAY BEACH:TAS","04824F",-42.8166666667,147.8666666667,"06-FEB-1989","FOUND BEACHWASHED OR FLOATING IN SEA OR FRESHWATER","WAS DEAD AND THE BAND WAS REMOVED.","10","1","DR WC WAKEFIELD (C/- MS E WAKEFIELD)","C03",111,11,"Pacific Gull",3.6554,,,87,"SS","SS","11SS",3.5303,1.0354360819,11,12,1,132,"Seabirds",3.5301666667,3.5303,3.5646444444,3.5696,"SS 111","SS 11",0.0020033306,0.0273869545
11105800,126,"Pacific Gull","Larus pacificus","VISSCHER:VISSCHER ISLAND EAST COAST TAS:TAS","112117",-42.85,147.9833333333,"31-DEC-1988","NESTLING","UNKNOWN",":NORTH BAY FORESTIER PENINSULA:TAS","04841F",-42.8833333333,147.9333333333,"08-FEB-1989","FOUND BEACHWASHED OR FLOATING IN SEA OR FRESHWATER","WAS DEAD AND THE BAND WAS REMOVED.","6","1","DR WC WAKEFIELD (C/- MS E WAKEFIELD)","C03",111,11,"Pacific Gull",3.6363,,,87,"SS","SS","11SS",3.5303,1.0300257768,11,12,1,132,"Seabirds",3.5301666667,3.5303,3.5646444444,3.5696,"SS 111","SS 11",0.0020033306,0.0273869545
11105971,219,"Swamp Harrier","Circus approximans","WERRIBEE:WERRIBEE SEWERAGE FARM:VIC","125295",-38.1,144.5,"05-MAY-1991","SECOND YEAR OR OLDER","FEMALE",":7 KM NORTH EAST OF DRYSDALE:VIC","06773F",-38.1333333333,144.6166666667,"22-JUN-1991","FOUND DEAD, CAUSE UNKNOWN","WAS DEAD AND THE BAND WAS REMOVED.","11","1","MRS LC CURRIE","C04",111,11,"Marsh Harrier",3.6259,,,87,"SS","SS","11SS",3.5303,1.0270798516,11,12,1,132,"Birds of Prey",3.5301666667,3.5303,3.5646444444,3.5696,"SS 111","SS 11",0.0020033306,0.0273869545
11106214,237,"Peregrine Falcon","Falco peregrinus","OSMOND:10 KM EAST OF ADELAIDE:SA","1142IT",-34.9666666667,138.6666666667,"26-OCT-1989","NESTLING","MALE",":INTER PORTRUSH & GLEN OSMOND RD ADELAIDE:SA","05438F",-34.9666666667,138.65,"18-NOV-1989","FOUND ON HIGHWAY/ROAD; BUT NOT CERTAINLY HIT BY CAR","REHABILITATION WAS ATTEMPTED BUT BIRD/BAT DIED, BAND WAS REMOVED.","2","0","MR ID FALKENBERG","C05",111,11,"Peregrine Falcon",3.6304,,,87,"SS","SS","11SS",3.5303,1.0283545308,11,12,1,132,"Birds of Prey",3.5301666667,3.5303,3.5646444444,3.5696,"SS 111","SS 11",0.0020033306,0.0273869545
11106219,237,"Peregrine Falcon","Falco peregrinus","PORTEE:PORTEE 5KM NORTH OF SWAN REACH:SA","11421D",-34.5,139.5833333333,"28-OCT-1989","NESTLING","MALE",":ONE TREE HILL SCENIC RD 8KM ESE GAWLER:SA","05713F",-34.65,138.7833333333,"14-MAR-1990","FOUND ON HIGHWAY/ROAD; BUT NOT CERTAINLY HIT BY CAR","WAS DEAD AND THE BAND WAS REMOVED.","75","4","MR ID FALKENBERG","C05",111,11,"Peregrine Falcon",3.6288,,,87,"SS","SS","11SS",3.5303,1.0279013115,11,12,1,132,"Birds of Prey",3.5301666667,3.5303,3.5646444444,3.5696,"SS 111","SS 11",0.0020033306,0.0273869545
11106257,981,"Kelp Gull","Larus dominicanus","GREEN IS:GREEN ISLAND D'ENTRECASTEAUX CHANNEL:TAS","112104",-43.2,147.2833333333,"09-DEC-1988","NESTLING","UNKNOWN",":FLEURTYS BEACH:TAS","07884F",-43.1875,147.25,"21-DEC-1992","FOUND BEACHWASHED OR FLOATING IN SEA OR FRESHWATER","WAS DEAD AND THE BAND WAS REMOVED.","3","48","DR WC WAKEFIELD (C/- MS E WAKEFIELD)","NR",111,11,"Kelp Gull",3.4132,,,87,"SS","SS","11SS",3.5303,0.9668300144,11,12,1,132,"Seabirds",3.5301666667,3.5303,3.5646444444,3.5696,"SS 111","SS 11",0.0020033306,0.0273869545
11106310,981,"Kelp Gull","Larus dominicanus","GREEN IS:GREEN ISLAND D'ENTRECASTEAUX CHANNEL:TAS","112104",-43.2,147.2833333333,"09-DEC-1988","NESTLING","UNKNOWN","GAZ:HOWDEN:TAS","07899F",-43.0333333333,147.3,"25-DEC-1992","FOUND BEACHWASHED OR FLOATING IN SEA OR FRESHWATER","PARTIALLY DECOMPOSED AND BAND REMOVED.","19","48","DR WC WAKEFIELD (C/- MS E WAKEFIELD)","NR",111,11,"Kelp Gull",3.4551,,,87,"SS","SS","11SS",3.5303,0.9786986942,11,12,1,132,"Seabirds",3.5301666667,3.5303,3.5646444444,3.5696,"SS 111","SS 11",0.0020033306,0.0273869545
11106371,981,"Kelp Gull","Larus dominicanus","GREEN IS:GREEN ISLAND D'ENTRECASTEAUX CHANNEL:TAS","112104",-43.2,147.2833333333,"09-DEC-1988","NESTLING","UNKNOWN",":DRU POINT MARGATE:TAS","CF0059",-43.0333333333,147.2666666667,"24-JUN-1995","FOUND DEAD, CAUSE UNKNOWN","WAS SKELETON/DRIED OUT CORPSE, BAND REMOVED.","19","78","DR WC WAKEFIELD (C/- MS E WAKEFIELD)","NR",111,11,"Kelp Gull",3.2623,,,87,"SS","SS","11SS",3.5303,0.9240857717,11,12,1,132,"Seabirds",3.5301666667,3.5303,3.5646444444,3.5696,"SS 111","SS 11",0.0020033306,0.0273869545
11106433,981,"Kelp Gull","Larus dominicanus","VISSCHER:VISSCHER ISLAND EAST COAST TAS:TAS","112117",-42.85,147.9833333333,"31-DEC-1988","NESTLING","UNKNOWN",":BETWEEN LAUDERDALE AND SANDFORD:TAS","06879F",-42.9277777778,147.4972222222,"02-AUG-1991","FOUND BEACHWASHED OR FLOATING IN SEA OR FRESHWATER","WAS SKELETON/DRIED OUT CORPSE, BAND REMOVED.","41","31","DR WC WAKEFIELD (C/- MS E WAKEFIELD)","NR",111,11,"Kelp Gull",3.4613,,,87,"SS","SS","11SS",3.5303,0.9804549188,11,12,1,132,"Seabirds",3.5301666667,3.5303,3.5646444444,3.5696,"SS 111","SS 11",0.0020033306,0.0273869545
11106434,981,"Kelp Gull","Larus dominicanus","VISSCHER:VISSCHER ISLAND EAST COAST TAS:TAS","112117",-42.85,147.9833333333,"31-DEC-1988","NESTLING","UNKNOWN",":DROUGHTY POINT NEAR HOBART:TAS","05196F",-42.9333333333,147.4166666667,"29-JUL-1989","FOUND DEAD, CAUSE UNKNOWN","WAS DEAD AND THE BAND WAS REMOVED.","47","6","DR WC WAKEFIELD (C/- MS E WAKEFIELD)","NR",111,11,"Kelp Gull",3.5941,,,87,"SS","SS","11SS",3.5303,1.0180721185,11,12,1,132,"Seabirds",3.5301666667,3.5303,3.5646444444,3.5696,"SS 111","SS 11",0.0020033306,0.0273869545
11106463,126,"Pacific Gull","Larus pacificus","VISSCHER:VISSCHER ISLAND EAST COAST TAS:TAS","112117",-42.85,147.9833333333,"31-DEC-1988","NESTLING","UNKNOWN",":W SIDE OF SLOPING IS FREDERICK HENRY BAY:TAS","06379F",-42.95,147.6361111111,"15-FEB-1991","FOUND BEACHWASHED OR FLOATING IN SEA OR FRESHWATER","PARTIALLY DECOMPOSED AND BAND REMOVED.","31","25","DR WC WAKEFIELD (C/- MS E WAKEFIELD)","C03",111,11,"Pacific Gull",3.5748,,,87,"SS","SS","11SS",3.5303,1.012605161,11,12,1,132,"Seabirds",3.5301666667,3.5303,3.5646444444,3.5696,"SS 111","SS 11",0.0020033306,0.0273869545
11106624,981,"Kelp Gull","Larus dominicanus","GREEN IS:GREEN ISLAND D'ENTRECASTEAUX CHANNEL:TAS","112104",-43.2,147.2833333333,"24-DEC-1989","NESTLING","UNKNOWN",":ON BEACH SANDY BAY HOBART:TAS","05727F",-42.9,147.3333333333,"19-APR-1990","FOUND BEACHWASHED OR FLOATING IN SEA OR FRESHWATER","WAS DEAD AND THE BAND WAS REMOVED.","34","3","DR WC WAKEFIELD (C/- MS E WAKEFIELD)","NR",111,11,"Kelp Gull",3.629,,,87,"SS","SS","11SS",3.5303,1.0279579639,11,12,1,132,"Seabirds",3.5301666667,3.5303,3.5646444444,3.5696,"SS 111","SS 11",0.0020033306,0.0273869545
11106627,981,"Kelp Gull","Larus dominicanus","GREEN IS:GREEN ISLAND D'ENTRECASTEAUX CHANNEL:TAS","112104",-43.2,147.2833333333,"24-DEC-1989","NESTLING","UNKNOWN",":GREEN IS OFF THE COAST NTH BRUNY ISLAND:TAS","05627F",-43.2,147.2833333333,"25-FEB-1990","FOUND DEAD, CAUSE UNKNOWN","PARTIALLY DECOMPOSED AND BAND REMOVED.","0","2","DR WC WAKEFIELD (C/- MS E WAKEFIELD)","NR",111,11,"Kelp Gull",3.6332,,,87,"SS","SS","11SS",3.5303,1.0291476645,11,12,1,132,"Seabirds",3.5301666667,3.5303,3.5646444444,3.5696,"SS 111","SS 11",0.0020033306,0.0273869545
11106655,981,"Kelp Gull","Larus dominicanus","GREEN IS:GREEN ISLAND D'ENTRECASTEAUX CHANNEL:TAS","112104",-43.2,147.2833333333,"30-DEC-1989","NESTLING","UNKNOWN",":HOWRAH BEACH HOBART:TAS","05806F",-42.8833333333,147.3833333333,"13-MAY-1990","FOUND BEACHWASHED OR FLOATING IN SEA OR FRESHWATER","WAS DEAD AND THE BAND WAS REMOVED.","36","4","DR WC WAKEFIELD (C/- MS E WAKEFIELD)","NR",111,11,"Kelp Gull",3.6117,,,87,"SS","SS","11SS",3.5303,1.0230575305,11,12,1,132,"Seabirds",3.5301666667,3.5303,3.5646444444,3.5696,"SS 111","SS 11",0.0020033306,0.0273869545
11106663,981,"Kelp Gull","Larus dominicanus","GREEN IS:GREEN ISLAND D'ENTRECASTEAUX CHANNEL:TAS","112104",-43.2,147.2833333333,"30-DEC-1989","NESTLING","UNKNOWN",":PIPE CLAY LAGOON EASTERN SHORE OF HOBART:TAS","07971F",-42.9666666667,147.5166666667,"25-JAN-1993","FOUND DEAD, CAUSE UNKNOWN","PARTIALLY DECOMPOSED AND BAND REMOVED.","32","36","DR WC WAKEFIELD (C/- MS E WAKEFIELD)","NR",111,11,"Kelp Gull",3.415,,,87,"SS","SS","11SS",3.5303,0.9673398861,11,12,1,132,"Seabirds",3.5301666667,3.5303,3.5646444444,3.5696,"SS 111","SS 11",0.0020033306,0.0273869545
11106693,126,"Pacific Gull","Larus pacificus","GREEN IS:GREEN ISLAND D'ENTRECASTEAUX CHANNEL:TAS","112104",-43.2,147.2833333333,"30-DEC-1989","NESTLING","UNKNOWN",":HINSBY BEACH TAROONA:TAS","05648F",-42.95,147.3333333333,"06-MAR-1990","FOUND BEACHWASHED OR FLOATING IN SEA OR FRESHWATER","WAS DEAD AND THE BAND WAS REMOVED.","28","2","DR WC WAKEFIELD (C/- MS E WAKEFIELD)","C03",111,11,"Pacific Gull",3.6195,,,87,"SS","SS","11SS",3.5303,1.0252669745,11,12,1,132,"Seabirds",3.5301666667,3.5303,3.5646444444,3.5696,"SS 111","SS 11",0.0020033306,0.0273869545
11106696,126,"Pacific Gull","Larus pacificus","GREEN IS:GREEN ISLAND D'ENTRECASTEAUX CHANNEL:TAS","112104",-43.2,147.2833333333,"30-DEC-1989","NESTLING","UNKNOWN",":ON BEACH AT CONINGHAM S OF HOBART:TAS","05616F",-43.0833333333,147.2833333333,"20-FEB-1990","FOUND SICK OR INJURED","REHABILITATION WAS ATTEMPTED BUT BIRD/BAT DIED, BAND WAS REMOVED.","13","1","DR WC WAKEFIELD (C/- MS E WAKEFIELD)","C03",111,11,"Pacific Gull",3.6186,,,87,"SS","SS","11SS",3.5303,1.0250120386,11,12,1,132,"Seabirds",3.5301666667,3.5303,3.5646444444,3.5696,"SS 111","SS 11",0.0020033306,0.0273869545
11106700,981,"Kelp Gull","Larus dominicanus","GREEN IS:GREEN ISLAND D'ENTRECASTEAUX CHANNEL:TAS","112104",-43.2,147.2833333333,"30-DEC-1989","NESTLING","UNKNOWN",":GREEN IS OFF THE COAST NTH BRUNY ISLAND:TAS","05627F",-43.2,147.2833333333,"25-FEB-1990","FOUND DEAD, CAUSE UNKNOWN","PARTIALLY DECOMPOSED AND BAND REMOVED.","0","1","DR WC WAKEFIELD (C/- MS E WAKEFIELD)","NR",111,11,"Kelp Gull",3.6131,,,87,"SS","SS","11SS",3.5303,1.0234540974,11,12,1,132,"Seabirds",3.5301666667,3.5303,3.5646444444,3.5696,"SS 111","SS 11",0.0020033306,0.0273869545
11106713,981,"Kelp Gull","Larus dominicanus","VISSCHER:VISSCHER ISLAND EAST COAST TAS:TAS","112117",-42.85,147.9833333333,"07-JAN-1989","NESTLING","UNKNOWN",":CASCADE RD SOUTH HOBART:TAS","07809F",-42.9,147.3,"04-JUL-1992","FOUND SICK OR INJURED","WAS MERCY KILLED AND THE BAND WAS REMOVED.","56","41","DR WC WAKEFIELD (C/- MS E WAKEFIELD)","NR",111,11,"Kelp Gull",3.4427,,,87,"SS","SS","11SS",3.5303,0.9751862448,11,12,1,132,"Seabirds",3.5301666667,3.5303,3.5646444444,3.5696,"SS 111","SS 11",0.0020033306,0.0273869545
11106729,981,"Kelp Gull","Larus dominicanus","VISSCHER:VISSCHER ISLAND EAST COAST TAS:TAS","112117",-42.85,147.9833333333,"07-JAN-1990","NESTLING","UNKNOWN",":ON BEACH AT CREMORNE:TAS","06139F",-42.9666666667,147.5333333333,"25-OCT-1990","FOUND BEACHWASHED OR FLOATING IN SEA OR FRESHWATER","WAS DEAD AND THE BAND WAS REMOVED.","39","9","DR WC WAKEFIELD (C/- MS E WAKEFIELD)","C03",111,11,"Kelp Gull",3.6143,,,87,"SS","SS","11SS",3.5303,1.0237940118,11,12,1,132,"Seabirds",3.5301666667,3.5303,3.5646444444,3.5696,"SS 111","SS 11",0.0020033306,0.0273869545
11106732,981,"Kelp Gull","Larus dominicanus","VISSCHER:VISSCHER ISLAND EAST COAST TAS:TAS","112117",-42.85,147.9833333333,"07-JAN-1990","NESTLING","UNKNOWN",":TWO MILE BEACH FORESTIER PENINSULA:TAS","05659F",-42.875,147.9333333333,"26-JAN-1990","FOUND BEACHWASHED OR FLOATING IN SEA OR FRESHWATER","WAS DEAD AND THE BAND WAS REMOVED.","5","0","DR WC WAKEFIELD (C/- MS E WAKEFIELD)","NR",111,11,"Kelp Gull",3.6212,,,87,"SS","SS","11SS",3.5303,1.02574852,11,12,1,132,"Seabirds",3.5301666667,3.5303,3.5646444444,3.5696,"SS 111","SS 11",0.0020033306,0.0273869545
11106771,981,"Kelp Gull","Larus dominicanus","GREEN IS:GREEN ISLAND D'ENTRECASTEAUX CHANNEL:TAS","112104",-43.2,147.2833333333,"10-DEC-1989","NESTLING","UNKNOWN",":LAUDERDALE TIP HOBART:TAS","05837F",-42.9,147.4833333333,"20-MAY-1990","FOUND DEAD, CAUSE UNKNOWN","PARTIALLY DECOMPOSED AND BAND REMOVED.","37","5","DR WC WAKEFIELD (C/- MS E WAKEFIELD)","NR",111,11,"Kelp Gull",3.6088,,,87,"SS","SS","11SS",3.5303,1.0222360706,11,12,1,132,"Seabirds",3.5301666667,3.5303,3.5646444444,3.5696,"SS 111","SS 11",0.0020033306,0.0273869545
11106823,126,"Pacific Gull","Larus pacificus","CURLEW IS:CURLEW ISLAND D'ENTRECASTEAUX CHANNEL:TAS","112112",-43.4333333333,147.1666666667,"25-NOV-1990","NESTLING","UNKNOWN",":CURLEW IS MICKEYS BAY STH BRUNY ISLAND:TAS","06732F",-43.4333333333,147.1666666667,"02-JUN-1991","FOUND DEAD, CAUSE UNKNOWN","PARTIALLY DECOMPOSED AND BAND REMOVED.","0","6","DR WC WAKEFIELD (C/- MS E WAKEFIELD)","C03",111,11,"Pacific Gull",3.6168,,,87,"SS","SS","11SS",3.5303,1.024502167,11,12,1,132,"Seabirds",3.5301666667,3.5303,3.5646444444,3.5696,"SS 111","SS 11",0.0020033306,0.0273869545
11106825,126,"Pacific Gull","Larus pacificus","CURLEW IS:CURLEW ISLAND D'ENTRECASTEAUX CHANNEL:TAS","112112",-43.4333333333,147.1666666667,"25-NOV-1990","NESTLING","UNKNOWN",":ON THE BEACH IN THE LAGOON AT CREMORNE:TAS","07173F",-42.9666666667,147.5333333333,"23-NOV-1991","FOUND BEACHWASHED OR FLOATING IN SEA OR FRESHWATER","WAS DEAD AND THE BAND WAS REMOVED.","60","11","DR WC WAKEFIELD (C/- MS E WAKEFIELD)","C03",111,11,"Pacific Gull",3.5978,,,87,"SS","SS","11SS",3.5303,1.0191201881,11,12,1,132,"Seabirds",3.5301666667,3.5303,3.5646444444,3.5696,"SS 111","SS 11",0.0020033306,0.0273869545
11106964,249,"Eastern Barn Owl","Tyto javanica","BYFORD:BYFORD PERTH METRO AREA:WA","9990BK",-32.225,116.0083333333,"19-OCT-1991","FIRST YR OR OLDER","UNKNOWN",":BYFORD:WA","08182F",-32.2166666667,116,"06-JUN-1993","FOUND ON HIGHWAY/ROAD; BUT NOT CERTAINLY HIT BY CAR","WAS DEAD AND THE BAND WAS REMOVED.","0","19","THE WA REHABILITATION GROUP","C05",111,11,"Barn Owl",3.6145,,,87,"SS","SS","11SS",3.5303,1.0238506642,11,12,1,132,"Birds of Prey",3.5301666667,3.5303,3.5646444444,3.5696,"SS 111","SS 11",0.0020033306,0.0273869545
11107042,219,"Swamp Harrier","Circus approximans","CHIDLOWLKS:CHIDLOW LAKES:WA","9990YK",-31.8666666667,116.2833333333,"03-JUN-1990","FIRST YR OR OLDER","FEMALE",":SWAMPLAND AT BULLCREEK:WA","05978F",-32.05,115.85,"15-AUG-1990","FOUND DEAD, CAUSE UNKNOWN","PARTIALLY DECOMPOSED AND BAND REMOVED.","46","2","THE WA REHABILITATION GROUP","C04",111,11,"Marsh Harrier",3.6094,,,87,"SS","SS","11SS",3.5303,1.0224060278,11,12,1,132,"Birds of Prey",3.5301666667,3.5303,3.5646444444,3.5696,"SS 111","SS 11",0.0020033306,0.0273869545
11107432,56,"Dusky Moorhen","Gallinula tenebrosa","CORANDERRK:HEALESVILLE SANCTUARY:VIC","128307",-37.6833333333,145.5166666667,"31-DEC-1989","FIRST YR OR OLDER","UNKNOWN","RELEASE:HEALESVILLE SANCTUARY  HEALESVILLE:VIC","132401",-37.6838888889,145.5319444444,"15-MAR-1990","FOUND SICK OR INJURED","WAS MERCY KILLED AND THE BAND WAS REMOVED.","1","2","MR D A BALL","C02",111,11,"Dusky Moorhen",3.5683,,,87,"SS","SS","11SS",3.5303,1.0107639577,11,12,1,132,"Rails",3.5301666667,3.5303,3.5646444444,3.5696,"SS 111","SS 11",0.0020033306,0.0273869545
11107472,208,"Pacific Black Duck","Anas superciliosa","LAKEBORRIE:LAKE BORRIE MMBW SF WERRIBEE:VIC","128302",-38.0166666667,144.5666666667,"16-APR-1990","FIRST YR OR OLDER","MALE",":TAYLORS CK GUNBOWER:VIC","08042F",-35.9666666667,144.3666666667,"29-MAR-1993","SHOT FOR SPORT/FOOD","WAS DEAD AND THE BAND WAS REMOVED.","229","35","MR D A BALL","C04",111,11,"Pacific Black Duck",3.5555,,,87,"SS","SS","11SS",3.5303,1.0071382036,11,12,1,132,"Ducks, Geese, and Swans",3.5301666667,3.5303,3.5646444444,3.5696,"SS 111","SS 11",0.0020033306,0.0273869545
11107497,208,"Pacific Black Duck","Anas superciliosa","CORANDERRK:HEALESVILLE SANCTUARY:VIC","128307",-37.6833333333,145.5166666667,"24-DEC-1990","FIRST YR OR OLDER","FEMALE",":BUNDALONG NEAR YARRAWONGA:VIC","07504F",-36.0333333333,146.1666666667,"15-APR-1992","SHOT FOR SPORT/FOOD","WAS DEAD AND THE BAND WAS REMOVED.","192","15","MR D A BALL","C04",111,11,"Pacific Black Duck",3.5244,,,87,"SS","SS","11SS",3.5303,0.9983287539,11,12,1,132,"Ducks, Geese, and Swans",3.5301666667,3.5303,3.5646444444,3.5696,"SS 111","SS 11",0.0020033306,0.0273869545
11108317,981,"Kelp Gull","Larus dominicanus","VISSCHER:VISSCHER ISLAND EAST COAST TAS:TAS","112117",-42.85,147.9833333333,"16-DEC-1990","NESTLING","UNKNOWN",":7KM STH OF KINGSTON ON CHANNEL HIGHWAY:TAS","06578F",-43.0333333333,147.2666666667,"14-APR-1991","FOUND ON HIGHWAY/ROAD; BUT NOT CERTAINLY HIT BY CAR","WAS DEAD AND THE BAND WAS LEFT ON.","62","3","DR WC WAKEFIELD (C/- MS E WAKEFIELD)","NR",111,11,"Kelp Gull",3.6025,,,87,"SS","SS","11SS",3.5303,1.0204515197,11,12,1,132,"Seabirds",3.5301666667,3.5303,3.5646444444,3.5696,"SS 111","SS 11",0.0020033306,0.0273869545
11108317,981,"Kelp Gull","Larus dominicanus","VISSCHER:VISSCHER ISLAND EAST COAST TAS:TAS","112117",-42.85,147.9833333333,"16-DEC-1990","NESTLING","UNKNOWN",":SIDE OF ROAD NEAR MARGATE:TAS","06540F",-43.0333333333,147.2666666667,"15-APR-1991","FOUND ON HIGHWAY/ROAD; BUT NOT CERTAINLY HIT BY CAR","WAS DEAD AND THE BAND WAS REMOVED.","62","3","DR WC WAKEFIELD (C/- MS E WAKEFIELD)","NR",111,11,"Kelp Gull",3.6025,,,87,"SS","SS","11SS",3.5303,1.0204515197,11,12,1,132,"Seabirds",3.5301666667,3.5303,3.5646444444,3.5696,"SS 111","SS 11",0.0020033306,0.0273869545
11108361,126,"Pacific Gull","Larus pacificus","VISSCHER:VISSCHER ISLAND EAST COAST TAS:TAS","112117",-42.85,147.9833333333,"16-DEC-1990","NESTLING","UNKNOWN",":PORT ARTHUR:TAS","07213F",-43.15,147.85,"03-JAN-1992","FOUND BEACHWASHED OR FLOATING IN SEA OR FRESHWATER","WAS DEAD AND THE BAND WAS REMOVED.","35","12","DR WC WAKEFIELD (C/- MS E WAKEFIELD)","C03",111,11,"Pacific Gull",3.6116,,,87,"SS","SS","11SS",3.5303,1.0230292043,11,12,1,132,"Seabirds",3.5301666667,3.5303,3.5646444444,3.5696,"SS 111","SS 11",0.0020033306,0.0273869545
11108391,981,"Kelp Gull","Larus dominicanus","VISSCHER:VISSCHER ISLAND EAST COAST TAS:TAS","112117",-42.85,147.9833333333,"16-DEC-1990","NESTLING","UNKNOWN",":STH END 2MILE BCH NR OUTLET OF SWAN LAG:TAS","06367F",-42.8833333333,147.9333333333,"12-FEB-1991","FOUND BEACHWASHED OR FLOATING IN SEA OR FRESHWATER","WAS DEAD AND THE BAND WAS REMOVED.","6","1","DR WC WAKEFIELD (C/- MS E WAKEFIELD)","NR",111,11,"Kelp Gull",3.6063,,,87,"SS","SS","11SS",3.5303,1.0215279155,11,12,1,132,"Seabirds",3.5301666667,3.5303,3.5646444444,3.5696,"SS 111","SS 11",0.0020033306,0.0273869545
11108613,126,"Pacific Gull","Larus pacificus","LACHLAN IS:LACHLAN ISLAND MERCURY PASSAGE EAST TAS:TAS","112115",-42.65,147.9833333333,"01-JAN-1990","NESTLING","UNKNOWN",":MARIA ISLAND:TAS","06641F",-42.6333333333,148.0833333333,"03-APR-1991","FOUND BEACHWASHED OR FLOATING IN SEA OR FRESHWATER","WAS DEAD AND THE BAND WAS REMOVED.","8","15","DR WC WAKEFIELD (C/- MS E WAKEFIELD)","C03",111,11,"Pacific Gull",3.6212,,,87,"SS","SS","11SS",3.5303,1.02574852,11,12,1,132,"Seabirds",3.5301666667,3.5303,3.5646444444,3.5696,"SS 111","SS 11",0.0020033306,0.0273869545
11108632,126,"Pacific Gull","Larus pacificus","GREEN IS:GREEN ISLAND D'ENTRECASTEAUX CHANNEL:TAS","112104",-43.2,147.2833333333,"13-JAN-1991","NESTLING","UNKNOWN",":GREEN ISLAND:TAS","06571F",-43.2,147.2833333333,"31-MAR-1991","FOUND BEACHWASHED OR FLOATING IN SEA OR FRESHWATER","WAS DEAD AND THE BAND WAS REMOVED.","0","2","DR WC WAKEFIELD (C/- MS E WAKEFIELD)","C03",111,11,"Pacific Gull",3.6309,,,87,"SS","SS","11SS",3.5303,1.0284961618,11,12,1,132,"Seabirds",3.5301666667,3.5303,3.5646444444,3.5696,"SS 111","SS 11",0.0020033306,0.0273869545
11108657,981,"Kelp Gull","Larus dominicanus","GREEN IS:GREEN ISLAND D'ENTRECASTEAUX CHANNEL:TAS","112104",-43.2,147.2833333333,"13-JAN-1991","NESTLING","UNKNOWN",":SOUTH ARM:TAS","06897F",-43.0333333333,147.4083333333,"10-MAR-1991","COLLIDED WITH A MOVING ROAD VEHICLE","WAS DEAD AND THE BAND WAS REMOVED.","21","1","DR WC WAKEFIELD (C/- MS E WAKEFIELD)","NR",111,11,"Kelp Gull",3.6287,,,87,"SS","SS","11SS",3.5303,1.0278729853,11,12,1,132,"Seabirds",3.5301666667,3.5303,3.5646444444,3.5696,"SS 111","SS 11",0.0020033306,0.0273869545
11108660,981,"Kelp Gull","Larus dominicanus","GREEN IS:GREEN ISLAND D'ENTRECASTEAUX CHANNEL:TAS","112104",-43.2,147.2833333333,"13-JAN-1991","NESTLING","UNKNOWN",":BACKYARD 5 DROUGHTY PT ROAD ROKEBY:TAS","06515F",-42.9,147.4333333333,"28-MAR-1991","FOUND SICK OR INJURED","REHABILITATION WAS ATTEMPTED BUT BIRD/BAT DIED, BAND WAS REMOVED.","36","2","DR WC WAKEFIELD (C/- MS E WAKEFIELD)","NR",111,11,"Kelp Gull",3.6151,,,87,"SS","SS","11SS",3.5303,1.0240206215,11,12,1,132,"Seabirds",3.5301666667,3.5303,3.5646444444,3.5696,"SS 111","SS 11",0.0020033306,0.0273869545
11108678,126,"Pacific Gull","Larus pacificus","PADDYS IS:PADDYS IS BETWEEN SCAMANDER AND ST HELEN:TAS","112175",-41.4,148.3,"28-NOV-1990","NESTLING","UNKNOWN",":MOULTING LAGOON GAME RESERVE COLES BAY:TAS","07190F",-41.9833333333,148.2333333333,"22-DEC-1991","BAND RETURNED, NOT REPORTED IF BAND ON BIRD","STATUS OF BIRD/BAT IS UNKNOWN AND THE BAND WAS REMOVED.","65","12","DR WC WAKEFIELD (C/- MS E WAKEFIELD)","C03",111,11,"Pacific Gull",3.6211,,,87,"SS","SS","11SS",3.5303,1.0257201938,11,12,1,132,"Seabirds",3.5301666667,3.5303,3.5646444444,3.5696,"SS 111","SS 11",0.0020033306,0.0273869545
